record_id,event_type,timestamp_start,timestamp_end,collector_receive_time,ingest_source,schema_version,subscriber_id,account_number,customer_type,enterprise_tenant_id,pii_masked,aaa_session_id,aaa_start_time,aaa_end_time,access_type,bng_id,nas_ip,nas_port,vlan_id,pppoe_session_id,dhcp_lease_id,src_ip,src_port,src_ipv6,src_mac,device_os,device_type,user_agent,dst_ip,dst_port,dst_ipv6,domain,server_asn,server_country,server_city,nat_session_id,nat_public_ip,nat_public_port,nat_pool_id,cgnat_box_id,l3_proto,l4_proto,app_proto,tls_cipher,qos_class,policy_id,policy_action,bytes_up,bytes_down,pkts_up,pkts_down,duration_sec,tcp_syn,tcp_fin,tcp_rst,tcp_retrans,latency_ms,jitter_ms,loss_pct,dns_query,dns_response_ip,dns_rcode,imsi,imei,msisdn,apn,cell_id,pop_id,access_country,access_city,access_longitude,access_latitude,threat_indicator,threat_feed,threat_severity,threat_confidence,service_plan,quota_consumed_mb,billing_rated,warrant_case_id,access_purpose,confidence,deduped,checksum,processing_node,comm_chain
6e6e74a0-2029-43c2-8c2e-964e691201ef,connection,2025-08-21T23:48:56,2025-08-22T00:30:56,2025-08-22T00:31:22,dpi-delhi-02,1.0,sub_0d14cbb6,ACCT-368127,Government,ENT-GLOBEX,True,r-cc9b4e,2025-08-21T23:48:56,2025-08-22T00:30:56,4G,bng-blr-3,228.250.158.109,38162,,pppoe-8e95aa,dhcp-6dd0ed,166.137.113.126,37314,,03:49:fc:4f:e9:d1,Linux,Router,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),189.34.143.89,21541,,test.net,34880,UK,London,nat-7f9a81,214.247.51.195,26729,pool-20,cgn-3,IPv6,UDP,MQTT,TLS1.3-CHACHA20,BE,pol-500,allow,47325784,46070726,192715,325950,2495,6,43,8,3,71.84,13.78,0.9,,65.59.220.92,NXDOMAIN,,,,,,pop-DEL,IN,Delhi,76.88056955,27.60910885,phishing,,1,0.37,Retail-100M,83784,False,,streaming,0.99,False,a2b1d5a1e3a9452e8dd738057678040d,proc-mumbai-02,166.137.113.126 -> 119.217.146.212 -> 189.34.143.89
feff70ef-1968-49f8-ae9b-506be1c29922,policy_match,2025-08-20T10:05:47,2025-08-20T10:08:47,2025-08-20T10:09:03,dpi-delhi-02,1.0,sub_bee80448,ACCT-816614,Enterprise,ENT-GLOBEX,True,r-1df503,2025-08-20T10:05:47,2025-08-20T10:08:47,3G,bng-mum-4,13.217.194.217,14101,,pppoe-4ef312,dhcp-9c15b8,251.129.43.243,31957,,62:66:ab:37:33:8c,Linux,Router,Mozilla/5.0 (Linux; Android 12),165.140.63.46,26211,,test.net,52526,AU,Sydney,nat-a79b68,198.200.119.161,51722,pool-14,cgn-5,IPv4,QUIC,MQTT,TLS1.3-AES256-GCM,EF,pol-311,rate_limit,5807742,4964233,441472,169705,3714,23,15,7,0,47.64,14.73,4.71,,248.193.229.59,NOERROR,,,,,,pop-MUM,IN,Bangalore,79.46710384,16.81608314,phishing,,0,0.59,Govt-500M,134354,True,,internet,0.84,False,aac3dd2d2c5649f394e1ce1d3b52bd8b,proc-delhi-01,251.129.43.243 -> 190.234.16.91 -> 165.140.63.46
dc6f571d-4b35-4720-ab61-4b2e4b5384b7,policy_match,2025-08-21T00:03:29,2025-08-21T00:44:29,2025-08-21T00:44:31,dpi-blr-03,1.0,sub_e0cd6084,ACCT-910110,Government,ENT-GLOBEX,True,r-7d50a0,2025-08-21T00:03:29,2025-08-21T00:44:29,4G,bng-mum-4,30.102.253.194,18999,,pppoe-e74beb,dhcp-90486d,6.192.2.225,12947,,0a:d7:2c:f5:81:80,iOS,Mobile,curl/8.0.1,163.161.7.39,44544,,cdn.soylent.co,20525,AU,London,nat-b2a7cd,106.146.125.39,34546,pool-6,cgn-8,IPv4,UDP,KERBEROS,TLS1.3-CHACHA20,EF,pol-108,allow,11182625,22991854,333122,397878,2402,28,26,3,18,91.98,4.58,0.14,,187.173.39.71,NOERROR,,,,,,pop-MUM,IN,Delhi,73.35290671,21.78796485,,,1,0.84,Enterprise-1G,42875,True,,streaming,0.99,True,e7d46281097d48738eab8d738fd2d18d,proc-delhi-01,6.192.2.225 -> 215.137.80.9 -> 163.161.7.39
77769a55-c881-4f9d-a69f-c63784173334,policy_match,2025-08-22T13:27:20,2025-08-22T13:37:20,2025-08-22T13:37:42,dpi-mumbai-01,1.0,sub_b6926d93,ACCT-969065,Individual,ENT-GLOBEX,True,r-be4681,2025-08-22T13:27:20,2025-08-22T13:37:20,4G,bng-mum-2,104.251.193.32,39173,,pppoe-d937ac,dhcp-728825,183.109.149.139,63167,,ce:9a:5c:02:28:23,Linux,Laptop,Mozilla/5.0 (Linux; Android 12),166.101.69.233,50457,,cdn.stark.in,23176,US,Delhi,nat-10c0c8,198.245.127.227,24429,pool-3,cgn-9,IPv4,UDP,HTTP2,TLS1.3-CHACHA20,BE,pol-298,rate_limit,15378997,24924737,53101,231551,768,5,44,5,19,41.82,12.17,1.51,,243.183.21.167,NOERROR,,,,,,pop-BLR,IN,Pune,73.25297237,25.3404352,,,2,0.38,Retail-100M,86458,False,,gaming,0.98,False,d319aefddb6a40c995219a0f4f0fe976,proc-mumbai-02,183.109.149.139 -> 143.154.213.193 -> 166.101.69.233
15107018-ee53-48e5-a584-8df1f6f53cd0,policy_match,2025-08-21T22:19:24,2025-08-21T22:38:24,2025-08-21T22:38:47,dpi-delhi-02,1.0,sub_9557f4f2,ACCT-575775,Individual,ENT-GLOBEX,True,r-6c2f33,2025-08-21T22:19:24,2025-08-21T22:38:24,4G,bng-blr-5,81.224.33.35,10980,,pppoe-af424d,dhcp-1eede4,119.135.22.68,62742,,5e:06:21:74:41:42,Android,Mobile,curl/8.0.1,157.230.48.252,39526,,cdn.soylent.co,37496,AU,Delhi,nat-fc3174,243.111.72.157,25579,pool-11,cgn-6,IPv6,TCP,HTTP2,TLS1.3-AES256-GCM,EF,pol-528,block,19448826,3958166,304709,229574,3198,28,16,2,4,41.99,8.14,1.09,,164.185.243.74,SERVFAIL,,,,,,pop-MUM,IN,Pune,87.6742029,19.69760941,,,0,0.99,Enterprise-1G,150078,False,,streaming,0.93,True,d9e65c047f9b4c92aa795a52976e9497,proc-delhi-01,119.135.22.68 -> 63.21.117.122 -> 157.230.48.252
073afaa5-4e1c-4b95-a987-8c0039212e9f,connection,2025-08-20T08:38:08,2025-08-20T08:52:08,2025-08-20T08:52:16,dpi-mumbai-01,1.0,sub_b64a6b9b,ACCT-868699,Individual,ENT-GLOBEX,True,r-b3858e,2025-08-20T08:38:08,2025-08-20T08:52:08,3G,bng-del-1,209.123.27.107,30868,,pppoe-513428,dhcp-dc5252,109.243.125.192,24820,,da:6e:17:b9:5e:a5,iOS,Laptop,curl/8.0.1,246.189.115.28,48223,,test.net,45394,AU,London,nat-a855c9,210.29.25.165,16371,pool-2,cgn-5,IPv6,UDP,HTTP2,TLS1.3-AES256-GCM,BE,pol-653,allow,40357030,23432103,114867,174778,1448,2,46,1,10,67.74,8.98,4.6,,144.5.248.66,SERVFAIL,,,,,,pop-DEL,IN,Bangalore,81.95252986,17.15331715,phishing,,3,0.11,Retail-100M,143760,True,,streaming,0.99,False,a1c13112814b4095be4c8b53a9a87643,proc-delhi-01,109.243.125.192 -> 91.50.241.239 -> 246.189.115.28
689c8744-e884-44a0-a897-97771fd91979,flow_log,2025-08-20T14:12:10,2025-08-20T15:02:10,2025-08-20T15:02:27,dpi-blr-03,1.0,sub_a3a692ba,ACCT-375302,Individual,ENT-GLOBEX,True,r-866e45,2025-08-20T14:12:10,2025-08-20T15:02:10,4G,bng-mum-1,54.230.30.211,58872,,pppoe-b76ac2,dhcp-c78016,205.221.5.38,26234,,22:6e:a5:1e:5a:c2,Linux,Laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),144.18.139.166,38987,,test.net,34262,AU,Mumbai,nat-9f07f8,22.78.102.153,29172,pool-17,cgn-3,IPv6,UDP,KERBEROS,TLS1.3-AES256-GCM,EF,pol-902,allow,40038295,15966053,473984,152222,1971,31,32,8,17,81.43,14.24,0.09,,73.151.98.11,NOERROR,,,,,,pop-MUM,IN,Mumbai,84.84955913,25.47682005,,,1,0.66,Enterprise-1G,67958,True,,gaming,0.69,True,34d2422a65434d579ad72ebfa14ada85,proc-mumbai-02,205.221.5.38 -> 141.214.58.236 -> 144.18.139.166
49749837-6807-4e10-bb32-d212b441260f,connection,2025-08-20T14:42:15,2025-08-20T14:55:15,2025-08-20T14:55:40,dpi-mumbai-01,1.0,sub_ee6213c9,ACCT-836692,Individual,ENT-GLOBEX,True,r-de8ceb,2025-08-20T14:42:15,2025-08-20T14:55:15,4G,bng-mum-4,66.84.10.164,25245,,pppoe-8efe17,dhcp-46cf4f,59.167.41.113,13651,,1a:7e:5e:6e:ec:3c,Windows,Router,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),219.30.221.218,7211,,example.org,50804,IN,London,nat-1c0774,62.222.86.80,60060,pool-3,cgn-9,IPv4,TCP,HTTP2,TLS1.3-AES256-GCM,EF,pol-389,rate_limit,23439584,2103281,296392,224528,2747,34,41,5,9,14.03,5.89,3.65,,22.21.153.120,NOERROR,,,,,,pop-DEL,IN,Mumbai,70.39072166,15.96676519,phishing,,2,0.32,Enterprise-1G,79413,False,,internet,0.61,False,9b773166ceda4b15922dc6381930578d,proc-delhi-01,59.167.41.113 -> 19.9.3.87 -> 219.30.221.218
d8a5a964-3fb3-4cd2-92d7-5a484ce29ab5,flow_log,2025-08-20T23:04:21,2025-08-20T23:20:21,2025-08-20T23:20:33,dpi-mumbai-01,1.0,sub_619b0507,ACCT-763353,Enterprise,ENT-GLOBEX,True,r-1c3b53,2025-08-20T23:04:21,2025-08-20T23:20:21,3G,bng-del-3,246.130.122.169,54422,,pppoe-4e7405,dhcp-2066b7,215.47.128.111,49988,,c2:ac:38:ef:ea:52,Linux,Laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),47.163.122.124,5622,,example.org,56825,IN,Mumbai,nat-53de38,245.186.166.46,49613,pool-20,cgn-1,IPv6,TCP,MQTT,TLS1.3-CHACHA20,EF,pol-301,rate_limit,33482601,11379277,349261,223109,1900,43,24,4,5,36.88,4.12,0.79,,98.43.183.48,NXDOMAIN,,,,,,pop-BLR,IN,Delhi,76.80913238,25.36877567,phishing,,0,0.64,Enterprise-1G,45856,True,,gaming,0.97,False,a1dd57ff00c44ab09373d0436fc29d15,proc-mumbai-02,215.47.128.111 -> 254.23.192.231 -> 47.163.122.124
895be3f6-f030-4994-97f8-5c08667e8d40,policy_match,2025-08-22T05:28:38,2025-08-22T05:55:38,2025-08-22T05:55:53,dpi-delhi-02,1.0,sub_b66c2db4,ACCT-763574,Enterprise,ENT-GLOBEX,True,r-a8bd42,2025-08-22T05:28:38,2025-08-22T05:55:38,4G,bng-mum-2,189.8.1.77,13950,,pppoe-dec0b9,dhcp-afda52,163.22.215.223,29620,,07:0e:d3:34:d6:58,iOS,Mobile,curl/8.0.1,113.230.218.77,22546,,cdn.soylent.co,57403,UK,Sydney,nat-600f03,180.140.209.58,10545,pool-14,cgn-2,IPv4,UDP,MQTT,TLS1.3-CHACHA20,BE,pol-805,rate_limit,15465511,39775494,234666,409117,197,10,45,9,6,49.55,19.66,0.56,,219.184.88.184,SERVFAIL,,,,,,pop-BLR,IN,Mumbai,89.7344445,25.00820674,phishing,,1,0.88,Govt-500M,49930,True,,streaming,0.67,True,1fdfa4e61d9145ca958ba81e6b23112f,proc-delhi-01,163.22.215.223 -> 115.240.86.243 -> 113.230.218.77
0be1cbfe-07ad-43c5-89b8-c27fa8c2293e,flow_log,2025-08-22T02:43:53,2025-08-22T03:27:53,2025-08-22T03:28:08,dpi-blr-03,1.0,sub_9382a5dc,ACCT-461313,Enterprise,ENT-GLOBEX,True,r-33440f,2025-08-22T02:43:53,2025-08-22T03:27:53,4G,bng-mum-3,121.35.146.208,51678,,pppoe-0e6584,dhcp-bbd0b4,153.195.239.221,4399,,9c:5c:08:65:61:74,iOS,Router,Mozilla/5.0 (Linux; Android 12),105.63.238.95,50835,,test.net,43122,IN,London,nat-ac9774,253.142.213.75,48866,pool-9,cgn-5,IPv6,UDP,KERBEROS,TLS1.3-AES256-GCM,EF,pol-928,rate_limit,14678393,14450721,49080,302694,2171,12,45,8,1,18.73,11.69,2.65,,125.169.60.2,NOERROR,,,,,,pop-BLR,IN,Bangalore,83.50791115,23.88292968,,,2,0.92,Retail-100M,107922,False,,gaming,0.56,False,332d931d50f44668a57263091e5d4fa3,proc-delhi-01,153.195.239.221 -> 94.28.254.126 -> 105.63.238.95
9273b0d5-6114-42ad-8de3-15f7b99449bb,connection,2025-08-21T18:33:25,2025-08-21T18:50:25,2025-08-21T18:50:28,dpi-delhi-02,1.0,sub_a72f09b0,ACCT-415952,Individual,ENT-GLOBEX,True,r-576ce2,2025-08-21T18:33:25,2025-08-21T18:50:25,3G,bng-blr-1,24.135.205.189,41283,,pppoe-bd43e6,dhcp-ec1288,205.81.181.145,55213,,8e:38:96:ee:00:75,iOS,Laptop,curl/8.0.1,6.27.202.94,60248,,cdn.soylent.co,19271,AU,Mumbai,nat-54b0c9,185.245.226.235,5628,pool-1,cgn-5,IPv6,TCP,HTTP2,TLS1.3-CHACHA20,EF,pol-473,block,23716317,9776151,342061,320142,1625,26,25,8,18,32.49,5.7,0.51,,30.176.57.119,NXDOMAIN,,,,,,pop-DEL,IN,Mumbai,70.40806789,15.26902946,,,1,0.82,Retail-100M,123226,True,,streaming,0.92,True,492b8875776942e7833efbd5b1cf7abc,proc-blr-03,205.81.181.145 -> 1.82.12.180 -> 6.27.202.94
a3f56e3a-7f22-4f42-bc97-dc960b4de1a9,flow_log,2025-08-20T22:43:18,2025-08-20T23:42:18,2025-08-20T23:42:19,dpi-blr-03,1.0,sub_b0bf80dc,ACCT-898546,Individual,ENT-GLOBEX,True,r-ada107,2025-08-20T22:43:18,2025-08-20T23:42:18,5G,bng-blr-2,186.151.166.209,50215,,pppoe-6c485a,dhcp-e34f14,142.239.184.168,14934,,40:fd:43:a1:71:28,iOS,Router,curl/8.0.1,91.101.143.56,7235,,cdn.stark.in,52172,UK,Delhi,nat-a46fc9,211.176.15.140,2927,pool-3,cgn-2,IPv4,TCP,KERBEROS,TLS1.3-AES256-GCM,BE,pol-977,block,24543075,29407643,61648,310864,1592,13,36,7,18,96.32,2.06,1.48,,153.205.88.21,NOERROR,,,,,,pop-MUM,IN,Bangalore,85.62708294,19.0464907,phishing,,2,0.36,Enterprise-1G,135192,True,,streaming,0.61,False,ab101a72c03348f8937f68b03beab768,proc-delhi-01,142.239.184.168 -> 88.154.185.77 -> 91.101.143.56
0224c8cf-bb28-4e7c-b370-bdaadb451167,policy_match,2025-08-21T13:14:08,2025-08-21T13:37:08,2025-08-21T13:37:34,dpi-blr-03,1.0,sub_8ff74573,ACCT-317340,Enterprise,ENT-GLOBEX,True,r-c946c2,2025-08-21T13:14:08,2025-08-21T13:37:08,3G,bng-del-5,254.234.130.242,56616,,pppoe-4d85cc,dhcp-2705d3,234.254.81.135,28935,,fa:64:04:5c:44:14,Android,Mobile,Mozilla/5.0 (Linux; Android 12),45.147.217.51,48956,,cdn.stark.in,55451,UK,Mumbai,nat-aeb361,34.44.212.79,8894,pool-20,cgn-4,IPv6,QUIC,MQTT,TLS1.3-CHACHA20,BE,pol-751,rate_limit,30547588,37292375,28238,420102,3391,19,38,7,10,68.65,16.9,4.68,,160.73.218.210,SERVFAIL,,,,,,pop-DEL,IN,Delhi,72.10867504,22.77474782,,,2,0.08,Govt-500M,15245,True,,streaming,0.95,False,3d69bc04eeb741349e6c049434837204,proc-delhi-01,234.254.81.135 -> 24.44.206.61 -> 45.147.217.51
